Año/Mes,Canal distribución,Mat:Concepto Diseño,Mat:Mes Venta,Mat:Mundo,Mat:SubLinea,Mat:Tipo Articulo,Mat:Tipo de Negocio,Talla,Material,Und. Pronóstico,Und. Vendidas,% Rotación
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-FEMENINO,MODA,OVERALL LARGO,NO LINEA,12,4208147,100 ,2 ,2.00 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-FEMENINO,MODA,OVERALL LARGO,NO LINEA,18,4208147,147 ,10 ,6.80 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-FEMENINO,MODA,OVERALL LARGO,NO LINEA,24,4208147,196 ,13 ,6.63 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-FEMENINO,MODA,OVERALL LARGO,NO LINEA,2T,4208147,266 ,20 ,7.52 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-FEMENINO,MODA,OVERALL LARGO,NO LINEA,3T,4208147,317 ,32 ,10.09 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-FEMENINO,MODA,OVERALL LARGO,NO LINEA,4T,4208147,188 ,34 ,18.09 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-FEMENINO,MODA,OVERALL LARGO,NO LINEA,5T,4208147,198 ,24 ,12.12 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,BOTAS,NO LINEA,2324,4110387,604 ,27 ,4.47 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,BOTAS,NO LINEA,2526,4110387,504 ,39 ,7.74 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,BOTAS,NO LINEA,2728,4110387,433 ,36 ,8.31 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,BOTAS,NO LINEA,2930,4110387,433 ,18 ,4.16 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,BOTAS,NO LINEA,3132,4110387,419 ,18 ,4.30 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,OVERALL LARGO,NO LINEA,12,4108122,19 ,1 ,5.26 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,OVERALL LARGO,NO LINEA,18,4108122,29 ,6 ,20.69 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,OVERALL LARGO,NO LINEA,24,4108122,52 ,9 ,17.31 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,OVERALL LARGO,NO LINEA,2T,4108122,93 ,18 ,19.35 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,OVERALL LARGO,NO LINEA,3T,4108122,98 ,17 ,17.35 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,OVERALL LARGO,NO LINEA,4T,4108122,82 ,13 ,15.85 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,OVERALL LARGO,NO LINEA,5T,4108122,63 ,20 ,31.75 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,19,4110375,100 ,8 ,8.00 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,20,4110375,104 ,17 ,16.35 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,21,4110375,104 ,27 ,25.96 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,22,4110375,202 ,36 ,17.82 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,23,4110375,202 ,43 ,21.29 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,24,4110375,154 ,49 ,31.82 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,25,4110375,104 ,40 ,38.46 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,26,4110375,100 ,55 ,55.00 
01.2018,Tiendas Propias,ESCOLAR,ENERO,BEBES-MASCULINO,MODA,TENIS,NO LINEA,27,4110375,98 ,47 ,47.96 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,INTERIOR,CAÑA LARGA,NO LINEA,4/6,5219211,180 ,25 ,13.89 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,INTERIOR,CAÑA LARGA,NO LINEA,6/8,5219211,230 ,25 ,10.87 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,INTERIOR,CAÑA LARGA,NO LINEA,8/10,5219211,274 ,23 ,8.39 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,INTERIOR,CAÑA LARGA,NO LINEA,9/11,5219211,258 ,12 ,4.65 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,MODA,DENIM,NO LINEA,10,5226748,102 ,18 ,17.65 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,MODA,DENIM,NO LINEA,12,5226748,102 ,12 ,11.76 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,MODA,DENIM,NO LINEA,14,5226748,52 ,8 ,15.38 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,MODA,DENIM,NO LINEA,16,5226748,51 ,6 ,11.76 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,MODA,DENIM,NO LINEA,4,5226748,50 ,2 ,4.00 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,MODA,DENIM,NO LINEA,6,5226748,82 ,10 ,12.20 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-FEMENINO,MODA,DENIM,NO LINEA,8,5226748,102 ,19 ,18.63 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,28,5110250,150 ,42 ,28.00 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,29,5110250,122 ,25 ,20.49 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,30,5110250,150 ,32 ,21.33 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,31,5110250,136 ,24 ,17.65 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,32,5110250,150 ,29 ,19.33 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,33,5110250,120 ,27 ,22.50 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,34,5110250,148 ,39 ,26.35 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,35,5110250,122 ,27 ,22.13 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,36,5110250,136 ,26 ,19.12 
01.2018,Tiendas Propias,ESCOLAR,ENERO,NIÑOS-MASCULINO,MODA,TENIS,NO LINEA,37,5110250,134 ,35 ,26.12 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,2T,4223688,130 ,8 ,6.15 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,3T,4223688,200 ,14 ,7.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,4T,4223688,172 ,6 ,3.49 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,5T,4223688,172 ,9 ,5.23 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,2T,4213632,52 ,0 ,
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,3T,4213632,80 ,3 ,3.75 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,4T,4213632,77 ,7 ,9.09 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,5T,4213632,62 ,0 ,
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,2T,4226067,132 ,11 ,8.33 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,3T,4226067,200 ,14 ,7.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,4T,4226067,172 ,13 ,7.56 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,5T,4226067,170 ,21 ,12.35 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,2T,4123867,151 ,12 ,7.95 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,3T,4123867,324 ,21 ,6.48 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,4T,4123867,228 ,11 ,4.82 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,5T,4123867,138 ,21 ,15.22 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,2T,4113731,142 ,11 ,7.75 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,3T,4113731,155 ,19 ,12.26 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,4T,4113731,146 ,8 ,5.48 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,5T,4113731,112 ,9 ,8.04 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,2T,4126144,136 ,21 ,15.44 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,3T,4126144,318 ,29 ,9.12 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,4T,4126144,222 ,22 ,9.91 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,BEBES-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,5T,4126144,134 ,38 ,28.36 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,10,5233842,324 ,26 ,8.02 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,12,5233842,272 ,24 ,8.82 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,14,5233842,170 ,14 ,8.24 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,16,5233842,130 ,28 ,21.54 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,4,5233842,2 ,0 ,
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,6,5233842,160 ,8 ,5.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,8,5233842,228 ,14 ,6.14 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,10,5253056,129 ,5 ,3.88 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,12,5253056,129 ,5 ,3.88 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,14,5253056,98 ,6 ,6.12 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,16,5253056,99 ,7 ,7.07 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,6,5253056,64 ,1 ,1.56 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,CHAQUETA,NO LINEA,8,5253056,103 ,4 ,3.88 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,10,5226724,294 ,19 ,6.46 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,12,5226724,198 ,23 ,11.62 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,14,5226724,140 ,13 ,9.29 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,16,5226724,128 ,21 ,16.41 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,4,5226724,2 ,0 ,
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,6,5226724,160 ,26 ,16.25 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-FEMENINO,OC SPORTS,LEGGINGS,NO LINEA,8,5226724,198 ,22 ,11.11 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,10,5133404,264 ,28 ,10.61 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,12,5133404,262 ,30 ,11.45 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,14,5133404,102 ,24 ,23.53 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,16,5133404,100 ,27 ,27.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,4,5133404,4 ,2 ,50.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,6,5133404,162 ,14 ,8.64 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CAMISETA MANGA CORTA,NO LINEA,8,5133404,264 ,13 ,4.92 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,10,5113861,200 ,15 ,7.50 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,12,5113861,200 ,18 ,9.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,14,5113861,170 ,17 ,10.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,16,5113861,100 ,25 ,25.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,4,5113861,2 ,2 ,100.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,6,5113861,115 ,11 ,9.57 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,CHAQUETA,NO LINEA,8,5113861,170 ,24 ,14.12 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,10,5126668,264 ,43 ,16.29 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,12,5126668,264 ,52 ,19.70 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,14,5126668,102 ,31 ,30.39 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,16,5126668,100 ,28 ,28.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,4,5126668,4 ,4 ,100.00 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,6,5126668,162 ,36 ,22.22 
01.2018,Tiendas Propias,OC SPORTS DIVISION,ENERO,NIÑOS-MASCULINO,OC SPORTS,SUDADERA,NO LINEA,8,5126668,264 ,39 ,14.77 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BOTAS,NO LINEA,2324,4210441,832 ,51 ,6.13 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BOTAS,NO LINEA,2526,4210441,784 ,49 ,6.25 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BOTAS,NO LINEA,2728,4210441,588 ,42 ,7.14 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BOTAS,NO LINEA,2930,4210441,514 ,34 ,6.61 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BOTAS,NO LINEA,3132,4210441,465 ,17 ,3.66 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BUZO,NO LINEA,12,4213650,70 ,11 ,15.71 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BUZO,NO LINEA,18,4213650,72 ,8 ,11.11 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BUZO,NO LINEA,24,4213650,72 ,21 ,29.17 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BUZO,NO LINEA,2T,4213650,140 ,37 ,26.43 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BUZO,NO LINEA,3T,4213650,162 ,51 ,31.48 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BUZO,NO LINEA,4T,4213650,129 ,51 ,39.53 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,BUZO,NO LINEA,5T,4213650,76 ,43 ,56.58 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,12,4223722,4 ,2 ,50.00 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,12,4223723,75 ,8 ,10.67 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,12,Resultado,79 ,10 ,12.66 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,18,4223722,8 ,8 ,100.00 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,18,4223723,80 ,17 ,21.25 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,18,Resultado,88 ,25 ,28.41 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,24,4223723,186 ,41 ,22.04 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,24,Resultado,196 ,53 ,27.04 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,2T,4223723,247 ,72 ,29.15 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,2T,Resultado,259 ,95 ,36.68 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,3T,4223723,279 ,103 ,36.92 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,3T,Resultado,295 ,124 ,42.03 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,4T,4223723,212 ,98 ,46.23 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,4T,Resultado,228 ,127 ,55.70 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,5T,4223723,163 ,78 ,47.85 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,CAMISETA MANGA CORTA,NO LINEA,5T,Resultado,177 ,111 ,62.71 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,ENTERIZO LARGO,NO LINEA,12,4208148,98 ,10 ,10.20 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,ENTERIZO LARGO,NO LINEA,18,4208148,140 ,11 ,7.86 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,ENTERIZO LARGO,NO LINEA,24,4208148,182 ,11 ,6.04 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,ENTERIZO LARGO,NO LINEA,2T,4208148,222 ,20 ,9.01 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,ENTERIZO LARGO,NO LINEA,3T,4208148,252 ,20 ,7.94 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,ENTERIZO LARGO,NO LINEA,4T,4208148,172 ,18 ,10.47 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,ENTERIZO LARGO,NO LINEA,5T,4208148,182 ,26 ,14.29 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,SHORT,NO LINEA,12,4205250,37 ,15 ,40.54 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,SHORT,NO LINEA,12,4205251,3 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,SHORT,NO LINEA,12,Resultado,40 ,15 ,37.50 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,SHORT,NO LINEA,18,4205250,46 ,11 ,23.91 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,BEBES-FEMENINO,MODA,SHORT,NO LINEA,18,4205251,4 ,0 ,
