Año/Mes,Canal distribución,Mat:Concepto Diseño,Mat:Mes Venta,Mat:Mundo,Mat:SubLinea,Mat:Tipo Articulo,Mat:Tipo de Negocio,Talla,Material,Und. Pronóstico,Und. Vendidas,% Rotación
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,4,5226746,196 ,39 ,19.90 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,4,5226747,2 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,4,Resultado,198 ,39 ,19.70 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,6,5226746,202 ,97 ,48.02 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,6,5226747,4 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,6,Resultado,206 ,97 ,47.09 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,8,5226746,253 ,83 ,32.81 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,8,5226747,6 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,SUDADERA,NO LINEA,8,Resultado,259 ,83 ,32.05 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,28,5210310,202 ,42 ,20.79 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,29,5210310,102 ,29 ,28.43 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,30,5210310,202 ,38 ,18.81 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,31,5210310,102 ,28 ,27.45 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,32,5210310,202 ,49 ,24.26 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,33,5210310,104 ,36 ,34.62 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,34,5210310,204 ,44 ,21.57 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,35,5210310,164 ,36 ,21.95 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,36,5210310,200 ,63 ,31.50 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,TENIS,NO LINEA,37,5210310,98 ,51 ,52.04 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,VESTIDO MANGA SISA,NO LINEA,10,5201562,90 ,49 ,54.44 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,VESTIDO MANGA SISA,NO LINEA,12,5201562,88 ,55 ,62.50 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,VESTIDO MANGA SISA,NO LINEA,14,5201562,56 ,29 ,51.79 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,VESTIDO MANGA SISA,NO LINEA,16,5201562,54 ,33 ,61.11 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,VESTIDO MANGA SISA,NO LINEA,4,5201562,14 ,3 ,21.43 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,VESTIDO MANGA SISA,NO LINEA,6,5201562,43 ,24 ,55.81 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-FEMENINO,MODA,VESTIDO MANGA SISA,NO LINEA,8,5201562,90 ,55 ,61.11 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,10,5105707,10 ,1 ,10.00 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,10,5105708,149 ,54 ,36.24 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,10,Resultado,159 ,55 ,34.59 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,12,5105707,10 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,12,5105708,149 ,43 ,28.86 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,12,Resultado,159 ,43 ,27.04 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,14,5105707,8 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,14,5105708,79 ,43 ,54.43 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,14,Resultado,87 ,43 ,49.43 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,16,5105707,6 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,16,5105708,76 ,59 ,77.63 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,16,Resultado,82 ,59 ,71.95 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,4,5105707,6 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,4,5105708,76 ,21 ,27.63 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,4,Resultado,82 ,21 ,25.61 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,6,5105707,10 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,6,5105708,149 ,55 ,36.91 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,6,Resultado,159 ,55 ,34.59 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,8,5105707,10 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,8,5105708,149 ,47 ,31.54 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,BERMUDA,NO LINEA,8,Resultado,159 ,47 ,29.56 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,10,5133439,21 ,10 ,47.62 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,10,5133441,440 ,113 ,25.68 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,10,Resultado,461 ,123 ,26.68 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,12,5133439,21 ,10 ,47.62 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,12,5133441,440 ,123 ,27.95 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,12,Resultado,461 ,133 ,28.85 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,14,5133439,15 ,8 ,53.33 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,14,5133441,239 ,108 ,45.19 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,14,Resultado,254 ,116 ,45.67 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,16,5133439,12 ,10 ,83.33 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,16,5133441,236 ,89 ,37.71 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,16,Resultado,248 ,99 ,39.92 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,4,5133439,9 ,4 ,44.44 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,4,5133441,115 ,30 ,26.09 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,4,Resultado,124 ,34 ,27.42 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,6,5133439,19 ,5 ,26.32 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,6,5133441,219 ,90 ,41.10 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,6,Resultado,238 ,95 ,39.92 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,8,5133439,21 ,12 ,57.14 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,8,5133441,335 ,105 ,31.34 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA CORTA,NO LINEA,8,Resultado,356 ,117 ,32.87 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA LARGA,NO LINEA,10,5133438,136 ,31 ,22.79 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA LARGA,NO LINEA,12,5133438,135 ,37 ,27.41 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA LARGA,NO LINEA,14,5133438,74 ,29 ,39.19 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA LARGA,NO LINEA,16,5133438,72 ,17 ,23.61 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA LARGA,NO LINEA,4,5133438,62 ,5 ,8.06 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA LARGA,NO LINEA,6,5133438,76 ,31 ,40.79 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CAMISETA MANGA LARGA,NO LINEA,8,5133438,136 ,19 ,13.97 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CHAQUETA,NO LINEA,10,5113879,155 ,24 ,15.48 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CHAQUETA,NO LINEA,12,5113879,155 ,33 ,21.29 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CHAQUETA,NO LINEA,14,5113879,74 ,24 ,32.43 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CHAQUETA,NO LINEA,16,5113879,72 ,19 ,26.39 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CHAQUETA,NO LINEA,4,5113879,68 ,8 ,11.76 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CHAQUETA,NO LINEA,6,5113879,72 ,28 ,38.89 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,CHAQUETA,NO LINEA,8,5113879,140 ,36 ,25.71 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,SUDADERA,NO LINEA,10,5126695,208 ,75 ,36.06 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,SUDADERA,NO LINEA,12,5126695,206 ,102 ,49.51 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,SUDADERA,NO LINEA,14,5126695,106 ,63 ,59.43 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,SUDADERA,NO LINEA,16,5126695,102 ,50 ,49.02 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,SUDADERA,NO LINEA,4,5126695,102 ,23 ,22.55 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,SUDADERA,NO LINEA,6,5126695,204 ,69 ,33.82 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,NIÑOS-MASCULINO,MODA,SUDADERA,NO LINEA,8,5126695,206 ,76 ,36.89 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,BUZO,NO LINEA,0/3,3213298,66 ,4 ,6.06 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,BUZO,NO LINEA,12,3213298,68 ,9 ,13.24 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,BUZO,NO LINEA,18,3213298,68 ,6 ,8.82 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,BUZO,NO LINEA,3/6,3213298,104 ,9 ,8.65 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,BUZO,NO LINEA,6/9,3213298,103 ,14 ,13.59 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CAMISETA MANGA LARGA,NO LINEA,0/3,3203324,78 ,8 ,10.26 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CAMISETA MANGA LARGA,NO LINEA,12,3203324,80 ,10 ,12.50 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CAMISETA MANGA LARGA,NO LINEA,18,3203324,80 ,5 ,6.25 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CAMISETA MANGA LARGA,NO LINEA,3/6,3203324,82 ,6 ,7.32 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CAMISETA MANGA LARGA,NO LINEA,6/9,3203324,80 ,7 ,8.75 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,0/3,3201571,72 ,19 ,26.39 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,0/3,3212299,50 ,13 ,26.00 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,0/3,Resultado,122 ,32 ,26.23 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,12,3201571,108 ,30 ,27.78 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,12,3212299,62 ,23 ,37.10 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,12,Resultado,170 ,53 ,31.18 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,18,3201571,106 ,35 ,33.02 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,18,3212299,60 ,41 ,68.33 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,18,Resultado,166 ,76 ,45.78 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,3/6,3201571,148 ,22 ,14.86 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,3/6,3212299,110 ,28 ,25.45 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,3/6,Resultado,258 ,50 ,19.38 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,6/9,3201571,108 ,23 ,21.30 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,6/9,3212299,60 ,31 ,51.67 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO CORTO,NO LINEA,6/9,Resultado,168 ,54 ,32.14 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO LARGO,NO LINEA,0/3,3212300,56 ,11 ,19.64 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO LARGO,NO LINEA,12,3212300,92 ,29 ,31.52 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO LARGO,NO LINEA,18,3212300,86 ,30 ,34.88 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO LARGO,NO LINEA,3/6,3212300,144 ,29 ,20.14 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,CONJUNTO LARGO,NO LINEA,6/9,3212300,88 ,35 ,39.77 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,TOBILLERA,NO LINEA,0/3,3219178,112 ,15 ,13.39 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,TOBILLERA,NO LINEA,3/6,3219178,206 ,23 ,11.17 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,TOBILLERA,NO LINEA,6/9,3219178,206 ,27 ,13.11 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,TOBILLERA,NO LINEA,9/12,3219178,208 ,22 ,10.58 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,ZAPATOS PRECAMINADOR,NO LINEA,17,3210261,146 ,36 ,24.66 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,ZAPATOS PRECAMINADOR,NO LINEA,18,3210261,114 ,27 ,23.68 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,ZAPATOS PRECAMINADOR,NO LINEA,19,3210261,114 ,53 ,46.49 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-FEMENINO,MODA,ZAPATOS PRECAMINADOR,NO LINEA,20,3210261,100 ,51 ,51.00 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BODY MANGA CORTA,NO LINEA,0/3,3111531,114 ,13 ,11.40 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BODY MANGA CORTA,NO LINEA,12,3111531,110 ,12 ,10.91 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BODY MANGA CORTA,NO LINEA,18,3111531,112 ,13 ,11.61 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BODY MANGA CORTA,NO LINEA,3/6,3111531,150 ,12 ,8.00 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BODY MANGA CORTA,NO LINEA,6/9,3111531,110 ,9 ,8.18 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BUZO,NO LINEA,0/3,3113301,50 ,1 ,2.00 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BUZO,NO LINEA,12,3113301,84 ,12 ,14.29 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BUZO,NO LINEA,18,3113301,68 ,10 ,14.71 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BUZO,NO LINEA,3/6,3113301,104 ,10 ,9.62 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,BUZO,NO LINEA,6/9,3113301,102 ,12 ,11.76 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CAÑA CORTA,NO LINEA,0/3,3119150,210 ,37 ,17.62 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CAÑA CORTA,NO LINEA,12,3119150,202 ,72 ,35.64 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CAÑA CORTA,NO LINEA,3/6,3119150,208 ,22 ,10.58 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CAÑA CORTA,NO LINEA,6/9,3119150,208 ,41 ,19.71 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO CORTO,NO LINEA,0/3,3112330,46 ,13 ,28.26 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO CORTO,NO LINEA,12,3112330,58 ,25 ,43.10 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO CORTO,NO LINEA,18,3112330,56 ,13 ,23.21 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO CORTO,NO LINEA,3/6,3112330,102 ,25 ,24.51 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO CORTO,NO LINEA,6/9,3112330,56 ,9 ,16.07 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO LARGO,NO LINEA,0/3,3112331,77 ,19 ,24.68 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO LARGO,NO LINEA,12,3112331,111 ,27 ,24.32 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO LARGO,NO LINEA,18,3112331,87 ,31 ,35.63 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO LARGO,NO LINEA,3/6,3112331,166 ,29 ,17.47 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,CONJUNTO LARGO,NO LINEA,6/9,3112331,118 ,31 ,26.27 
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,OVERALL LARGO,NO LINEA,0/3,3108187,6 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,OVERALL LARGO,NO LINEA,12,3108187,8 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,OVERALL LARGO,NO LINEA,18,3108187,8 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,OVERALL LARGO,NO LINEA,3/6,3108187,10 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,OVERALL LARGO,NO LINEA,6/9,3108187,8 ,0 ,
01.2018,Tiendas Propias,PSYCHEDELIC NATURE,ENERO,PRIMI-MASCULINO,MODA,ZAPATOS COSIDOS,NO LINEA,15,3110246,106 ,9 ,8.49 
